#
# .csv to store UE's information in HSS
# Kept in the following format: "Name,IMSI,Key,OP_Type,OP/OPc,AMF,QCI,IP_alloc"
#
# Name:     Human readable name to help distinguish UE's. Ignored by the HSS
# IMSI:     UE's IMSI value
# Key:      UE's key, where other keys are derived from. Stored in hexadecimal
# OP_Type:  Operator's code type, either OP or OPc
# OP/OPc:   Operator Code/Cyphered Operator Code, stored in hexadecimal
# AMF:      Authentication management field, stored in hexadecimal
# QCI:      QoS Class Identifier for the UE's default bearer.
# IP_alloc: Statically assigned IP for the UE.
#
# Note: Lines starting by '#' are ignored and will be overwritten
# List of UEs with IMSI, and key increasing by one for each new UE. Useful for testing with AmariUE simulator and ue_count option
ue00,001010123456780,00112233445566778899aabbccddeeff,opc,63bfa50ee6523365ff14c1f45f88737d,8000,9,10.45.1.2
ue01,001010123456789,00112233445566778899aabbccddeeff,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.3
ue02,001010123456790,00112233445566778899aabbccddef00,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.4
ue03,001010123456791,00112233445566778899aabbccddef01,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.5
ue11,001010123456711,00112233445566778899aabbccddef11,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.11
ue12,001010123456712,00112233445566778899aabbccddef12,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.12
ue13,001010123456713,00112233445566778899aabbccddef13,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.13
ue14,001010123456714,00112233445566778899aabbccddef14,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.14
ue15,001010123456715,00112233445566778899aabbccddef15,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.15
ue16,001010123456716,00112233445566778899aabbccddef16,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.16
ue17,001010123456717,00112233445566778899aabbccddef17,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.17
ue18,001010123456718,00112233445566778899aabbccddef18,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.18
ue19,001010123456719,00112233445566778899aabbccddef19,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.19
ue20,001010123456720,00112233445566778899aabbccddef20,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.20
ue21,001010123456721,00112233445566778899aabbccddef21,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.21
ue22,001010123456722,00112233445566778899aabbccddef22,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.22
ue23,001010123456723,00112233445566778899aabbccddef23,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.23
ue24,001010123456724,00112233445566778899aabbccddef24,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.24
ue25,001010123456725,00112233445566778899aabbccddef25,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.25
ue26,001010123456726,00112233445566778899aabbccddef26,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.26
ue27,001010123456727,00112233445566778899aabbccddef27,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.27
ue28,001010123456728,00112233445566778899aabbccddef28,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.28
ue29,001010123456729,00112233445566778899aabbccddef29,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.29
ue30,001010123456730,00112233445566778899aabbccddef30,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.30
ue31,001010123456731,00112233445566778899aabbccddef31,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.31
ue32,001010123456732,00112233445566778899aabbccddef32,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.32
ue33,001010123456733,00112233445566778899aabbccddef33,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.33
ue34,001010123456734,00112233445566778899aabbccddef34,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.34
ue35,001010123456735,00112233445566778899aabbccddef35,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.35
ue36,001010123456736,00112233445566778899aabbccddef36,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.36
ue37,001010123456737,00112233445566778899aabbccddef37,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.37
